plot,Rep,Row,Column,PINumber,Plant Height.sp,DaysToFlower.sp,TillersPerPlant.sp,StemDiameterLower.sp,StemDiameterUpper.sp,PaniclesPerPlant.sp,LeafNumber.sp,LeafLength.sp,LeafWidth.sp,SeedMassPerPlant.sp,SeedProtein.sp,SeedOil.sp,SeedAsh.sp,SeedStarch.sp,SeedMoisture.sp
4242,4,19,13,PI534022,0.874773591,70.80441414,0.2788955,NA,NA,1.979452249,11.19066262,63.78643871,6.667445426,50.01654242,13.42093016,4.56038871,1.633000822,73.4016811,8.315294043
4243,4,19,14,PI576421,1.128465307,65.25005939,0.284491448,NA,NA,2.234352848,10.84453753,57.39471641,6.931726263,49.87659068,14.14015134,4.177749779,1.587902279,72.33002871,8.219949276
4244,4,19,15,SC1114,0.877143315,63.23799553,0.539500549,NA,NA,1.489088912,9.333428405,65.74799423,6.524972862,45.14309022,15.05560824,3.890109785,1.681687369,70.42626348,8.173366321
4245,4,19,16,PI656028,1.900805479,70.75355341,0.293573142,18.74414125,9.42979948,1.493722624,11.65733915,67.77127215,7.386841629,38.64469965,14.59531064,4.662468016,1.604902021,73.32278084,8.507799214
4246,4,19,17,PI534077,1.03944987,64.7716608,1.296435739,NA,NA,1.998334074,9.811272688,65.57455011,6.276751704,46.37214417,15.26057929,4.174823734,1.578369525,72.55362558,8.050795648
4247,4,19,18,PI656010,0.903074962,66.27483,1.797945258,21.1521191,10.21860826,2.502958208,9.800232495,60.47782805,7.61403948,51.14563051,13.59013706,4.192176512,1.6630526,73.06620685,7.960570703
4248,4,19,19,SC0893,1.131682303,67.26911891,0.6332811,NA,NA,1.507585013,10.28922512,68.55110589,6.883297787,58.07211099,14.32991787,4.144526482,1.524529302,73.33362273,7.989765587
4249,4,19,20,PI574455,0.875276024,67.26908978,0.297777144,22.24314705,9.6423105,1.512165451,11.11325479,69.60438354,7.999320415,44.74763875,12.66224421,4.466874029,1.543062162,73.08392136,7.910577371
4250,4,19,21,PI595728,1.128861799,70.78867122,0.461782656,NA,NA,2.516609049,10.4323217,62.77766097,7.582138099,56.95149941,14.4256976,4.264219614,1.788618693,71.17895818,8.334582117
4251,4,19,22,PI656004,0.927444928,67.33727201,0.295528054,19.11807174,8.985900046,2.020779021,11.09142446,60.63093818,6.242194244,35.46126221,16.11036158,4.291563685,1.785793355,71.65788554,8.146963324
4252,4,19,23,PI564163,1.161030046,64.91992518,0.294205353,18.05549083,8.63765474,2.274586439,10.4105613,68.66921523,6.700052982,68.84957598,14.07431015,3.693906537,1.573920212,72.75496376,7.911466195
4253,4,20,10,PI533832,0.8934967,64.02932477,NA,NA,NA,2.015730498,NA,NA,NA,48.29394426,12.16352557,4.491032878,1.481902568,71.82136596,8.580968939
4254,4,20,11,PI533849,0.967229398,64.41713706,NA,NA,NA,2.269597206,NA,NA,NA,36.70383016,14.44929159,3.923468525,1.689954424,70.39407549,8.453106747
4255,4,20,12,PI561472,1.370957164,71.31858252,0.272713896,18.83290445,9.692017289,2.02336977,11.70527594,67.88439992,7.697520458,62.67589966,12.4200698,4.620903851,1.522473182,74.00318708,8.132816254
4256,4,20,13,PI533796,0.799677597,64.24299654,NA,NA,NA,2.276980339,NA,NA,NA,34.77851138,18.01837677,2.863338606,1.803999172,70.98527863,7.954117733
4257,4,20,14,PI534064,0.908389382,62.20143884,NA,NA,NA,4.030376315,NA,NA,NA,82.18069442,14.6626852,3.440772529,1.634194547,70.61668021,7.857430782
4258,4,20,15,PI534058,0.952091312,62.20236576,NA,NA,NA,1.7835617,NA,NA,NA,28.52105474,16.72784243,3.523205175,1.788151433,72.11471174,8.170124341
4259,4,20,16,PI576433,0.865780121,68.73081322,NA,NA,NA,2.036611143,NA,NA,NA,59.10425432,14.76210835,4.455635782,1.596380119,72.14320426,8.39940623
4260,4,20,17,PI576397,0.984451452,67.26123135,NA,NA,NA,1.789600401,NA,NA,NA,48.2923784,12.47211087,4.483063556,1.539731886,74.19208484,8.107667504
4261,4,20,18,PI564163,1.103101698,64.77497356,0.294616803,18.69035801,9.098479771,2.042541188,10.79901013,68.23539113,6.913931659,72.65408123,12.77660329,4.320487988,1.519231886,74.71338771,8.092896252
4262,4,20,19,PI564163,1.116731158,64.77515219,0.294807327,18.33705476,8.845316088,2.045378007,10.62221531,68.60722324,6.797697355,84.86753569,12.72641337,4.207909035,1.470514533,74.06425313,7.93253732
4263,4,20,20,PI656076,0.930343522,65.77394518,0.459256991,19.6605757,10.54212394,2.048007324,10.61045582,68.21905527,8.013338616,82.69526086,14.51368125,4.500326904,1.613865339,73.36719307,8.233665264
4264,4,20,21,PI533890,1.078944407,61.28516587,NA,NA,NA,2.050291121,NA,NA,NA,41.59197932,15.15184536,3.892741918,1.714254434,70.97419839,7.992804578
4265,4,20,22,PI656035,1.852538491,65.32157824,NA,NA,NA,4.05207667,NA,NA,NA,37.6949358,14.11609948,4.560154459,1.331318259,73.62969572,8.170105638
4266,4,20,23,RTx2917,0.851130225,67.39173662,NA,NA,NA,2.303277812,NA,NA,NA,38.82459752,15.17943733,4.307564882,1.709423265,71.41796622,8.439271464
4267,4,21,10,PI595709,1.043338851,66.44352223,NA,NA,NA,1.468688891,NA,NA,NA,28.26467844,13.0554278,4.188627979,1.587103236,73.04061649,8.106124835
4268,4,21,11,PI576429,1.457091585,66.33997595,NA,NA,NA,2.223699564,NA,NA,NA,33.70796522,13.45175727,4.481142381,1.440401434,73.82502609,8.455978583
4269,4,21,12,PI597979,1.150837776,63.75130362,NA,NA,NA,2.978597299,NA,NA,NA,24.90274352,14.28801772,4.163656479,1.633161453,72.7855195,7.763509936
4270,4,21,13,PI564163,1.09957625,64.68668785,0.276956256,18.35790139,8.663981033,2.233325647,10.19605475,67.7460249,6.499955741,84.73230397,12.6566062,4.321169993,1.539935695,74.13779321,8.237941494
4271,4,21,14,PI534039,0.838307913,63.15673349,NA,NA,NA,1.98786591,NA,NA,NA,51.36337276,14.02094909,4.173682598,1.645380048,71.05733803,8.134912143
4272,4,21,15,PI533987,0.977033124,61.6687779,0.620204613,18.99271245,9.132781388,1.992257938,9.335691144,61.13679636,7.262031621,72.9812656,14.04085383,4.281193781,1.48950611,72.46706442,8.521881858
4273,4,21,16,PI533794,0.915747956,65.20779784,0.288282409,19.00232526,8.984659224,1.996581908,10.15803502,70.98218233,7.424221435,59.25326098,13.67982444,4.358702769,1.607772633,72.71726616,8.201012673
4274,4,21,17,PI656059,1.09944617,68.74861168,0.290373658,18.72447362,8.986517184,1.50090257,11.81039959,63.34256848,7.298408877,48.54434889,13.63468294,4.456208787,1.546026868,73.11395155,7.809539299
4275,4,21,18,PI534068,1.268122239,67.77216024,NA,NA,NA,1.505219868,NA,NA,NA,38.23546807,15.1040583,4.223711329,1.590334736,74.11891112,8.185222122
4276,4,21,19,PI534067,1.156775078,66.2786555,NA,NA,NA,2.759462815,NA,NA,NA,72.50555357,13.72369765,4.096210282,1.686389844,71.81826106,7.975309309
4277,4,21,20,PI576436,1.140407461,67.27737773,NA,NA,NA,2.513511637,NA,NA,NA,56.42118319,14.70561452,4.078705808,1.574514638,72.79889557,8.161753146
4278,4,21,21,PI576362,0.999024357,68.78132901,1.28990152,18.73347219,9.553688259,2.517221468,10.76014229,62.37411394,7.81506359,33.16395368,15.45313767,4.231198265,1.839700805,70.27791371,8.426027036
4279,4,21,22,PI534102,0.872629726,64.30646811,NA,NA,NA,2.02046158,NA,NA,NA,53.00596862,13.84164905,4.398688134,1.696650683,71.92499358,8.568248181
4280,4,21,23,SC0247,0.846227842,67.86477252,NA,NA,NA,2.773156733,NA,NA,NA,37.3732761,16.70912513,3.486175921,1.869771672,67.17448781,8.437077267
4281,4,22,10,PI576337,0.978174734,65.86653665,0.763677785,18.7568952,8.408317376,1.33442049,11.90420798,63.48400004,6.002740748,23.1715856,15.62293734,2.766106923,1.867357382,58.58905427,10.18128122
4282,4,22,11,PI595745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4283,4,22,12,PI576431,1.175712739,64.19271926,NA,NA,NA,1.350870002,NA,NA,NA,40.28834329,17.82177722,4.391296107,2.123822252,68.80172193,10.05420423
4284,4,22,13,BTx645,0.96946997,67.13798908,NA,NA,NA,1.359006375,NA,NA,NA,50.65779169,12.53560233,4.378890212,1.59077539,72.80909026,8.196765373
4285,4,22,14,PI533760,0.873221775,66.11809228,0.279856599,19.42151859,10.25087573,1.367107268,10.51527957,60.59475855,7.392602982,31.57353609,17.97492196,3.901483498,2.101409627,68.5969205,8.58239338
4286,4,22,15,PI597947,0.876969805,63.63878346,NA,NA,NA,1.37524004,NA,NA,NA,37.29701374,14.78462055,3.964075386,1.850688401,72.12841738,8.138638855
4287,4,22,16,PI656072,1.060709971,73.18530394,0.620749337,24.07191648,12.41958905,1.383478831,12.82338294,66.96263837,8.199075091,38.65512478,16.93343352,4.556665147,1.80901001,72.08023119,8.722618515
4288,4,22,17,PI534137,1.049434815,67.73376983,1.287458239,18.82362211,8.751417832,2.391874964,10.97496302,58.11157862,8.087640383,78.09657292,13.14326095,4.019252142,1.657190254,73.28453361,7.866411038
4289,4,22,18,PI533814,0.888137141,73.2657241,0.453197911,21.05258166,10.94822272,1.400434028,12.46156535,55.52551912,6.743034278,34.33053406,15.39747092,4.546836036,1.656316849,72.39801747,8.257548344
4290,4,22,19,PI656000,0.921814399,64.77877937,0.288117202,21.9384357,9.70000085,1.409114859,9.948195661,71.77445981,8.090402187,53.34443142,13.8217516,4.099416789,1.672132301,73.28081005,7.778081592
4291,4,22,20,SC0847,NA,64.2789154,NA,NA,NA,1.417839083,NA,NA,NA,34.46120888,14.37804757,4.061994646,1.664998711,72.75917444,7.889841035
4292,4,22,21,PI585295,0.869101853,65.27750293,0.536601053,21.07602084,10.82347304,NA,10.7565526,63.62234144,7.401944356,NA,NA,NA,NA,NA,NA
4293,4,22,22,PI533957,0.872718857,64.79312288,0.620652483,19.58928727,9.01016873,1.43505155,9.908279127,65.57128227,7.576953881,32.63231415,15.50707588,4.137143866,1.766771506,69.68399159,8.791390956
4294,4,22,23,PI597972,1.091323147,64.34085506,0.28478895,20.31677077,10.57683822,1.443399476,10.23003623,69.43522307,7.355675651,55.19166799,14.91343078,4.144716593,1.809937232,71.10973201,8.449883625
4295,4,23,10,PI655999,1.35300355,67.79942313,1.599201772,14.54559556,6.523423559,NA,9.409247935,64.97813234,5.400186837,NA,NA,NA,NA,NA,NA
4296,4,23,11,PI656106,1.091796972,67.71450151,0.602922941,19.30402981,9.410292809,1.240490595,11.05997662,65.26062601,7.921112768,36.77191618,14.02892046,4.166164632,1.616340012,70.28923947,8.596724745
4297,4,23,12,PI533958,1.240581906,71.14437644,NA,NA,NA,2.001206348,NA,NA,NA,22.14703028,15.86630248,2.788841349,1.769421279,62.47184945,10.16489918
4298,4,23,13,PI533840,NA,62.09846444,NA,NA,NA,1.761928986,NA,NA,NA,43.02470293,14.75533949,3.356517809,1.666484476,71.47417434,7.685589408
4299,4,23,14,PI564163,1.063131242,65.58669923,0.278421846,19.2174608,9.785863877,1.272693583,10.85219359,72.11810716,7.570810115,50.22508183,13.06458653,4.299193596,1.522236677,74.45046584,8.149874506
4300,4,23,15,PI576376,0.956901778,67.11318137,0.446187043,20.923123,11.15269932,1.283553567,10.50295387,63.74060104,7.52945734,40.68054723,16.91912331,3.336868138,1.691628199,71.40901446,7.635395308
4301,4,23,16,PI533915,1.250666633,64.16381007,0.448293397,18.90678066,9.71951885,1.794569282,10.15873084,53.69309514,7.255216254,40.91714275,14.22289741,4.249540809,1.665005061,72.47253934,8.134223725
4302,4,23,17,SC0092,1.044417803,67.71677568,0.284626175,NA,NA,1.305796506,11.97452641,58.64558952,7.212945642,NA,NA,NA,NA,NA,NA
4303,4,23,18,PI533878,1.043146734,67.75515274,0.28512081,20.07648715,11.15809417,1.317276862,12.13034293,59.91308422,7.097613925,31.46467252,16.9167711,4.259879136,1.797112599,70.27106283,8.509874952
4304,4,23,19,SC0685,NA,62.7745844,NA,NA,NA,1.829033811,NA,NA,NA,51.76857436,13.95552253,4.332544822,1.572703747,71.3271569,8.425854203
4305,4,23,20,PI534009,0.930525398,77.27771134,0.449253569,22.34920767,10.46156436,1.841066222,12.93205893,60.50307435,7.178244363,34.3309179,15.5159645,4.130208592,1.605307477,71.84323575,8.382928953
4306,4,23,21,PI656103,0.929176997,64.27355577,0.283404804,NA,NA,1.353355661,12.25296293,58.95556965,7.559779685,54.87467281,14.41132579,4.392871081,1.620001753,73.88149371,8.487471975
4307,4,23,22,PI656078,0.927805976,67.28235778,0.282550521,18.02717435,8.859925033,1.365890267,9.738897384,59.73806504,7.434518351,32.61183204,16.68746312,2.040533121,1.801694412,58.56186635,9.764533979
4308,4,23,23,PI656110,0.801416258,67.82165052,0.616816872,18.44489579,8.806566098,1.62862286,9.059861238,65.69056045,7.143171597,30.89191187,16.01243456,3.99319554,1.854920289,67.94885966,8.567690566
4309,4,24,10,PI564163,1.132824618,66.24298443,0.264650187,17.26516534,8.628529789,1.225593667,10.74928791,66.267265,6.825150152,41.3377778,13.30969722,4.3557692,1.547944256,73.78345481,8.0565955
4310,4,24,11,PI576419,1.10163933,62.16836495,NA,NA,NA,1.98598592,NA,NA,NA,NA,15.14352261,3.588531502,1.546776681,71.88757307,8.024599135
4311,4,24,12,PI576383,0.87044508,62.10741189,NA,NA,NA,1.246352501,NA,NA,NA,33.12498118,14.09154683,4.061293779,1.674939385,71.71593158,8.005594838
4312,4,24,13,PI548797,1.044242714,67.56925601,0.274282745,19.3875457,9.699033414,1.256674772,11.20414293,64.63540848,7.286918978,42.20740367,13.38078992,4.259055834,1.522043767,74.2430713,8.024413635
4313,4,24,14,PI533746,0.903036354,62.06343821,NA,NA,NA,1.2669387,NA,NA,NA,NA,14.85492788,4.00181733,1.742830659,72.93304487,7.967355535
4314,4,24,15,PI533830,0.846829239,64.09267558,0.444276114,20.83886457,10.24765825,1.277138855,10.00408522,62.04750442,7.092718554,39.99438836,15.1793481,4.269577803,1.752273901,71.6541061,8.692151205
4315,4,24,16,PI597949,1.195618228,72.64394856,0.445913944,19.29190295,8.764448616,1.287322545,11.82407872,58.67355267,6.281931145,23.10825739,11.16318446,5.657336777,2.020691371,45.78960513,18.00082828
4316,4,24,17,PI534091,1.149395391,63.19808079,NA,NA,NA,1.797577337,NA,NA,NA,42.01687636,17.03817789,2.130094006,1.713805109,71.76861829,6.700154367
4317,4,24,18,PI655995,1.413151187,71.24041206,1.282137347,22.16056314,10.7229656,NA,10.12912048,62.08565013,8.192256894,NA,NA,NA,NA,NA,NA
4318,4,24,19,PI576360,NA,70.76557576,NA,NA,NA,1.318725157,NA,NA,NA,42.40222429,14.85997053,4.305603947,1.653076628,72.63753809,7.963627176
4319,4,24,20,PI576381,0.870579341,69.77323611,0.446127781,22.30257845,10.91137787,2.579805191,10.42925997,60.66274887,7.786493495,50.47259677,18.19936037,3.568357369,1.930442485,66.92126121,8.316016923
4320,4,24,21,PI656117,0.904249477,69.76949409,0.280320397,21.09219492,10.28804271,1.341310868,10.91437326,68.78379861,8.132512431,59.24671301,14.3233181,4.406110593,1.639898158,71.86167707,8.100694488
4321,4,24,22,PI564163,0.977890729,65.27496513,0.279555411,18.57063433,9.079681376,1.603284916,9.73451566,69.90984851,7.341928594,58.58864883,12.98290738,4.403864483,1.526464635,74.56370706,8.05267727
4322,4,24,23,PI564163,1.126506916,64.80866169,0.278936652,19.02873931,9.311294001,1.365704792,10.38468627,69.03089851,7.565456392,45.39757075,13.126233,4.306619949,1.584754853,74.53695238,8.040498116
4323,4,25,10,PI564163,1.082637484,65.19778486,0.265021465,18.30554519,9.193636064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4324,4,25,11,PI533860,1.051474349,65.13412627,0.267952532,NA,NA,1.265103177,10.56849445,62.73599997,7.149397788,35.76205803,14.78375694,3.865762133,1.702195999,68.78990902,8.357474448
4325,4,25,12,PI576364,1.020301979,64.08240354,0.60578746,18.13912222,8.667251999,1.523027486,9.552664222,64.480602,7.858870847,37.54445171,13.86247199,4.428616501,1.680390642,71.573904,8.42129124
4326,4,25,13,PI533995,NA,64.05096336,NA,NA,NA,1.530859845,NA,NA,NA,53.48231891,14.66692484,3.936470654,1.707464229,68.06579966,8.643238089
4327,4,25,14,SC1193,NA,67.54891866,NA,NA,NA,2.288544964,NA,NA,NA,31.51469159,16.64593444,3.639324366,1.818193931,70.61475137,7.769836482
4328,4,25,15,PI597981,NA,62.07804781,NA,NA,NA,3.546036495,NA,NA,NA,69.40770923,14.05029082,4.372177303,1.502615736,70.88889923,8.433906549
4329,4,25,16,PI533924,0.875564852,67.62679,0.443607827,19.89232169,9.289378351,1.303384519,10.98942658,61.48401093,7.430265139,28.70884592,18.09428141,4.42502914,1.986053144,67.82172095,9.727432204
4330,4,25,17,PI533818,NA,65.17889793,NA,NA,NA,1.810716485,NA,NA,NA,40.57084148,13.46443291,4.317879772,1.424180796,74.42281943,7.812025996
4331,4,25,18,PI656031,1.16315041,66.22241732,0.944249292,19.2098541,9.142837019,2.068202143,10.62789802,66.40321684,7.382585107,77.87468235,13.14784289,4.455729462,1.53298705,73.38016003,7.949529462
4332,4,25,19,PI595714,0.801905743,64.25223178,0.443816559,20.02947064,9.764527989,1.326012191,8.777166102,68.03282032,7.762451522,53.62890176,13.84509547,4.063578557,1.633251697,72.62711136,8.011400551
4333,4,25,20,PI534104,0.960629094,66.26577247,0.278114995,18.22630325,9.006191411,1.33429557,10.426461,61.82242414,8.1599051,43.76935144,14.57826086,4.27642757,1.615429517,70.53335778,8.244104979
4334,4,25,21,PI534046,0.889318131,65.76579589,0.777352681,18.2160066,8.5028276,1.343169312,9.410783607,63.45202828,7.105357493,40.61768824,13.70066915,4.134277227,1.694703317,72.90083915,7.853917071
4335,4,25,22,PI564163,1.077971878,65.271827,0.276671733,19.25478982,9.464437762,1.352711994,9.230133957,68.24163265,7.494508666,59.15330682,13.02852629,4.317128425,1.536181189,74.48443352,8.060820862
4336,4,25,23,PI595738,0.921594117,67.30310511,NA,NA,NA,1.862924977,NA,NA,NA,54.42223743,15.24994757,3.979982131,1.654534689,72.51394217,7.973306308
4337,4,26,10,PI656016,0.927441749,66.16409861,0.265314023,19.17165079,9.01874238,1.5229434,10.5893679,68.6855311,6.793049113,31.7379894,13.10367215,4.179859022,1.683639731,72.27359424,8.056911873
4338,4,26,11,PI656040,1.256301653,71.11179502,0.6028815,21.96273816,9.405522642,1.777838605,11.24275338,63.64868741,6.090619397,39.41632591,15.23958072,4.432815107,1.782609187,71.53109655,8.700350721
4339,4,26,12,PI656080,1.450152196,66.0693237,1.270331462,16.88852256,7.982299006,1.282705495,10.55614187,66.19684372,6.597529322,31.71963335,13.19902409,4.665771128,1.465787635,73.60070469,8.391988436
4340,4,26,13,PI534116,0.988994356,66.04365949,0.607534626,18.15876503,8.344068375,NA,9.874535033,62.16000007,7.008294632,NA,14.67370158,4.538727019,1.742759065,72.13238799,8.497062799
4341,4,26,14,PI533877,0.937832514,63.54333396,0.939332848,18.85325818,9.890828258,2.542185625,9.692935607,69.2081565,7.182455416,55.77111906,15.26258944,3.901682658,1.758340854,71.14065735,7.882317366
4342,4,26,15,PI533950,1.136670357,63.56978135,NA,NA,NA,1.796708298,NA,NA,NA,48.83935634,13.41694571,4.359637817,1.597668793,73.41347787,7.930661365
4343,4,26,16,RTX2737,0.940506554,65.11321775,NA,NA,NA,1.551144918,NA,NA,NA,52.24990704,12.99617531,4.35259229,1.641104965,73.34399009,7.864035522
4344,4,26,17,SC0540,1.184334615,62.66041377,NA,NA,NA,1.555653698,NA,NA,NA,42.2079529,13.80152485,4.30554604,1.579278084,71.49701793,7.918897655
4345,4,26,18,PI576410,0.988144205,66.20237359,NA,NA,NA,1.560441231,NA,NA,NA,38.97238053,14.53459703,4.263499281,1.638072072,71.62153783,8.01185745
4346,4,26,19,PI533852,0.946926202,68.73551645,0.275926794,22.32870645,9.889370386,1.565716485,11.61015622,56.52394201,7.336841544,27.55193225,17.43592149,3.996452335,1.96825352,71.76595213,8.299174367
4347,4,26,20,PI533800,1.085673548,69.75602438,0.275217568,19.57048986,8.971004983,1.321661006,8.423662037,61.81710014,7.198311682,40.26016754,14.91270803,4.419405726,1.760315323,71.52456311,8.282193154
4348,4,26,21,PI17548,1.754381472,65.76317367,0.27450402,18.03046121,8.152612542,1.82841454,10.90719397,62.78025862,7.243191385,32.03655215,14.49344186,3.91236022,1.624494334,68.0689586,8.177139759
4349,4,26,22,PI533938,1.468047898,64.77385792,0.773902002,18.62475857,9.409194193,1.586066601,11.22575227,61.41341742,7.052170067,55.10382046,13.22440342,4.320316786,1.555940859,72.57897947,8.138964793
4350,4,26,23,PI576420,0.861676604,63.30606345,NA,NA,NA,1.344629518,NA,NA,NA,40.08082807,14.25866863,4.243276446,1.559348744,71.45978413,8.051115169
4351,4,27,10,PI533971,0.967237055,64.64179598,NA,NA,NA,1.518638886,NA,NA,NA,36.47488077,13.86394475,4.011585117,1.599058433,68.97162775,8.272070874
4352,4,27,11,PI533761,1.311120759,71.10066317,0.267747518,19.6186775,9.205599315,1.521802187,11.74701231,67.78137503,7.777175007,38.30186871,15.04593189,4.104654792,1.538020951,69.71601342,8.318227981
4353,4,27,12,PI597975,1.224995154,62.56730949,NA,NA,NA,1.274962609,NA,NA,NA,31.84399754,15.43112312,3.14772455,1.651133722,70.87129421,7.382686456
4354,4,27,13,SC0759,1.078861148,63.54669512,NA,NA,NA,1.278097852,NA,NA,NA,51.00424715,14.29105602,3.340794421,1.542938834,67.90788215,8.090887788
4355,4,27,14,PI533812,0.847722816,67.04627419,NA,NA,NA,1.281174508,NA,NA,NA,27.99000971,15.47986788,4.338864387,1.718298173,71.3607962,8.324798209
4356,4,27,15,PI576378,0.936583689,67.5678661,NA,NA,NA,1.284185874,NA,NA,NA,27.65601792,17.71930311,4.131934323,1.877478917,67.8977437,9.117415708
4357,4,27,16,PI656015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4358,4,27,17,SC1023,0.889296298,67.64360869,NA,NA,NA,1.290464165,NA,NA,NA,24.27888104,18.81944172,3.708073754,1.969140728,65.41613344,9.600769415
4359,4,27,18,PI659694,1.148132254,67.18174034,0.438767855,18.68940193,10.51257984,1.294118485,11.62545302,63.87835233,7.482655703,39.27237094,12.92218345,4.536143278,1.502970844,73.6874761,7.709185993
4360,4,27,19,PI533926,1.116940399,59.71695541,NA,NA,NA,1.548410602,NA,NA,NA,33.80455783,14.78750311,4.164212854,1.793139181,73.03902165,7.901948664
4361,4,27,20,PI659691,1.205711215,71.24519055,1.272435371,19.60026045,9.745818595,1.803527968,11.92086307,55.56177679,7.620644952,62.48802911,14.29776391,4.302282862,1.605175126,72.00982046,7.995281488
4362,4,27,21,PI552861,1.224437687,66.26260238,0.606773475,17.90568138,9.617397533,1.309603258,10.57360434,62.1134896,7.765068361,28.14179217,16.35667571,3.550353977,1.554355928,72.70099463,7.840362595
4363,4,27,22,PI533912,1.233117016,57.78198559,0.436245982,16.73564629,9.08395067,1.31670813,8.556370613,57.58020277,7.108890028,22.654203,17.82056478,3.273427165,1.740825922,66.84733387,8.817109096
4364,4,27,23,PI564163,1.081752888,65.31844512,0.270883594,18.61566176,9.390477881,1.324837913,NA,NA,NA,35.97699507,14.06243231,4.11650347,1.634266096,73.28449957,7.948924724
4365,4,28,10,PI534042,1.002023023,61.1307169,NA,NA,NA,1.489412914,NA,NA,NA,63.43610445,15.44970558,3.428049695,1.579544263,71.38812387,8.20223042
4366,4,28,11,PI533758,1.020931258,65.10001484,0.267546118,19.14016036,9.92067601,1.492708833,9.916271252,69.74406275,8.003626213,44.07909108,14.24774085,4.271247785,1.653428003,71.35456118,8.291106247
4367,4,28,12,PI656100,0.984830391,71.5753082,0.269279008,21.22916844,10.94739307,1.246018109,11.89809717,66.71432785,8.22774577,22.95144359,16.95368014,4.324446231,1.936418803,70.7256565,8.968385326
4368,4,28,13,PI656101,NA,62.55904339,NA,NA,NA,1.999334125,NA,NA,NA,37.19232139,15.08392211,3.83264518,1.748007308,71.67733576,8.084713072
4369,4,28,14,PI48770,1.347607308,67.55695321,1.271656956,22.10980982,10.35080447,2.252645589,12.19676357,66.1548582,9.021807854,65.39744516,15.55775612,4.160844714,1.68309899,70.79018775,8.31727903
4370,4,28,15,PI595721,0.831491827,64.07180586,NA,NA,NA,1.255975864,NA,NA,NA,33.94738347,14.43737236,4.379044824,1.442104407,73.86158067,8.154169639
4371,4,28,16,PI534065,1.000375098,63.59817443,NA,NA,NA,2.259428491,NA,NA,NA,84.23513029,15.82731212,3.4022455,1.625503043,73.54329057,7.68724069
4372,4,28,17,PI576389,0.98425261,66.1289324,NA,NA,NA,2.013166789,NA,NA,NA,30.32845139,15.48819054,4.010446699,1.818835419,69.18502259,8.507641352
4373,4,28,18,PI533939,1.478114172,65.16169409,0.771179516,18.58986851,10.54245126,1.267387801,9.954230489,60.3659209,7.902131955,52.3402204,13.57064016,4.258648308,1.587760432,72.53287542,8.221515145
4374,4,28,19,SC0003,0.851947485,65.19805178,NA,NA,NA,1.272300324,NA,NA,NA,34.86657995,15.04991358,3.886850224,1.738000803,72.56122046,8.049723484
4375,4,28,20,PI656107,1.365740866,70.73449525,0.769768785,21.98572372,10.40063225,1.52807197,12.08806411,67.64145402,9.089254931,49.09667571,16.10850728,4.100052552,1.685106269,70.97902519,8.063370019
4376,4,28,21,PI576434,NA,73.26478816,NA,NA,NA,1.284803727,NA,NA,NA,31.99784913,15.14041333,4.503255725,1.659373478,72.62688182,8.07358562
4377,4,28,22,PI564163,1.113177922,65.29653923,0.268702699,17.99751901,9.048707192,1.29252585,NA,NA,NA,42.06337096,13.43701656,4.221460569,1.565901899,73.74950011,7.955253806
4378,4,28,23,PI534050,1.106821805,65.34046985,NA,NA,NA,1.301192687,NA,NA,NA,49.40601353,13.7112392,4.474668071,1.424332846,72.52814875,8.226734994
4379,4,29,10,PI534098,1.106799256,65.63068298,NA,NA,NA,1.426355253,NA,NA,NA,76.67675178,13.38092547,4.424216441,1.465115713,71.3079687,8.672390503
4380,4,29,11,PI534033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4381,4,29,12,BTx643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4382,4,29,13,PI597961,1.058574174,65.07929692,0.769726184,18.18760327,9.61412087,1.438780844,10.21762312,60.81938969,7.410348185,50.74843938,13.69723509,4.464253059,1.612960643,72.07581124,8.023538655
4383,4,29,14,PI656116,1.167485459,63.57419457,1.270298749,15.87896831,7.455792564,2.193029378,10.19867753,64.29320939,7.346299022,49.13714574,14.42625526,3.787600514,1.522781678,70.5488417,7.889759848
4384,4,29,15,PI533979,1.191394348,63.58058496,0.605360681,18.03430479,9.012452573,1.197385548,10.34474178,64.43202922,8.050536166,41.88899985,13.62118598,3.505949165,1.551613946,73.59987313,7.475923221
4385,4,29,16,PI533925,0.945301598,73.09579965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4386,4,29,17,PI533867,0.894203343,65.61624906,NA,NA,NA,1.706848524,NA,NA,NA,40.97547962,15.93780116,3.822650399,1.718452907,73.62349085,7.629513549
4387,4,29,18,PI656007,1.023089512,67.14306234,0.603695767,20.56593537,8.99232269,1.212239328,10.78800794,65.18848984,7.612180878,38.32826675,15.30502387,3.731002764,1.5825539,72.08256981,7.703844961
4388,4,29,19,PI534070,1.326946715,63.18023334,0.267921305,18.30455895,9.058897729,1.218277987,9.934126518,68.49731058,7.509230886,41.95023588,13.09824338,4.384355906,1.497967129,74.09239153,7.937498865
